ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
1566,X004,09X004,P.S./M.S. 004 Crotona Park West,X004,1701 FULTON AVENUE,X,9,599,1701 FULTON AVENUE CONSOLIDATED LOCATION,3,P.S./M.S. 004 Crotona Park West |  Leadership Institute |  Icahn Charter School 6 |  1701 FULTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1567,X004,09X276,Leadership Institute,X276,1701 FULTON AVENUE,X,9,180,1701 FULTON AVENUE CONSOLIDATED LOCATION,3,P.S./M.S. 004 Crotona Park West |  Leadership Institute |  Icahn Charter School 6 |  1701 FULTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1568,X004,84X133,Icahn Charter School 6,X133,1701 FULTON AVENUE,X,9,216,1701 FULTON AVENUE CONSOLIDATED LOCATION,3,P.S./M.S. 004 Crotona Park West |  Leadership Institute |  Icahn Charter School 6 |  1701 FULTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1569,X004,,1701 FULTON AVENUE CONSOLIDATED LOCATION,,1701 FULTON AVENUE,X,9,995,1701 FULTON AVENUE CONSOLIDATED LOCATION,3,P.S./M.S. 004 Crotona Park West |  Leadership Institute |  Icahn Charter School 6 |  1701 FULTON AVENUE CONSOLIDATED LOCATION,0,3,3,2,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1570,X005,07X005,PS 5 Port Morris,X005,564 JACKSON AVENUE,X,7,760,,1,PS 5 Port Morris,0,3,7,0,3,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1571,X006,12X006,P.S. 006 West Farms,X006,1000 EAST TREMONT AVENUE,X,12,596,,1,P.S. 006 West Farms,0,3,3,0,3,4C,501-750,0.28,1.11,1.74,0.75,0.53
1572,X007,10X007,Milton Fein School,X007,3201 KINGSBRIDGE AVENUE,X,10,731,,1,Milton Fein School,0,0,1,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1573,X008,10X008,P.S. 008 Issac Varian,X008,3010 BRIGGS AVENUE,X,10,1074,,1,P.S. 008 Issac Varian,0,0,1,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1574,X009,10X009,P.S. 9 Ryer Avenue Elementary School,X009,230 EAST 183 STREET,X,10,879,,1,P.S. 9 Ryer Avenue Elementary School,3,0,0,3,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1575,X011,09X011,P.S. 011 Highbridge,X011,1257 OGDEN AVENUE,X,9,698,,1,P.S. 011 Highbridge,0,0,3,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1576,X012,75X012,P.S. X012 Lewis and Clark School,X012,2555 TRATMAN AVENUE,X,11,255,,1,P.S. X012 Lewis and Clark School,0,0,1,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1577,X014,08X014,P.S. X014 Senator John Calandra,X014,3041 BRUCKNER BOULEVARD,X,8,599,,1,P.S. X014 Senator John Calandra,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1578,X015,10X015,P.S. X015 Institute for Environmental Learning,X015,2195 ANDREWS AVENUE,X,10,497,2195 ANDREWS AVENUE CONSOLIDATED LOCATION,2,P.S. X015 Institute for Environmental Learning |  P.S. 291 |  2195 ANDREWS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1579,X015,10X291,P.S. 291,X291,2195 ANDREWS AVENUE,X,10,675,2195 ANDREWS AVENUE CONSOLIDATED LOCATION,2,P.S. X015 Institute for Environmental Learning |  P.S. 291 |  2195 ANDREWS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1580,X015,,2195 ANDREWS AVENUE CONSOLIDATED LOCATION,,2195 ANDREWS AVENUE,X,10,1172,2195 ANDREWS AVENUE CONSOLIDATED LOCATION,2,P.S. X015 Institute for Environmental Learning |  P.S. 291 |  2195 ANDREWS AVENUE CONSOLIDATED LOCATION,1,0,2,1,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1581,X016,11X016,P.S. 016 Wakefield,X016,4550 CARPENTER AVENUE,X,11,461,,1,P.S. 016 Wakefield,0,0,0,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1582,X018,07X018,P.S. 018 John Peter Zenger,X018,502 MORRIS AVENUE,X,7,624,,1,P.S. 018 John Peter Zenger,0,2,2,1,1,4C,501-750,0.28,1.11,1.74,0.75,0.53
1583,X019,11X019,P.S. 019 Judith K. Weiss,X019,4318 KATONAH AVENUE,X,11,518,,1,P.S. 019 Judith K. Weiss,0,0,3,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1584,X020,10X020,"PS/MS 20 P.O.George J. Werdann, III",X020,3050 WEBSTER AVENUE,X,10,1104,,1,"PS/MS 20 P.O.George J. Werdann, III",1,1,2,1,1,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1585,X021,11X021,P.S. 021 Philip H. Sheridan,X021,715 EAST 225 STREET,X,11,700,,1,P.S. 021 Philip H. Sheridan,0,0,1,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1586,X022,09X022,J.H.S. 022 Jordan L. Mott,X022,270 EAST 167 STREET,X,9,425,270 EAST 167 STREET CONSOLIDATED LOCATION,2,J.H.S. 022 Jordan L. Mott |  Bronx Writing Academy |  270 EAST 167 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1587,X022,09X323,Bronx Writing Academy,X323,270 EAST 167 STREET,X,9,464,270 EAST 167 STREET CONSOLIDATED LOCATION,2,J.H.S. 022 Jordan L. Mott |  Bronx Writing Academy |  270 EAST 167 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1588,X022,,270 EAST 167 STREET CONSOLIDATED LOCATION,,270 EAST 167 STREET,X,9,889,270 EAST 167 STREET CONSOLIDATED LOCATION,2,J.H.S. 022 Jordan L. Mott |  Bronx Writing Academy |  270 EAST 167 STREET CONSOLIDATED LOCATION,1,6,4,1,5,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1589,X023,10X023,P.S. 023 The New Children's School,X023,2151 WASHINGTON AVENUE,X,10,548,,1,P.S. 023 The New Children's School,0,0,1,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1590,X024,10X024,P.S. 024 Spuyten Duyvil,X024,660 WEST 236 STREET,X,10,1011,,1,P.S. 024 Spuyten Duyvil,0,0,0,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1591,X025,07X025,P.S. 025 Bilingual School,X025,811 EAST 149 STREET,X,7,506,,1,P.S. 025 Bilingual School,0,1,0,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1592,X026,10X390,M.S. 390,X390,1930 ANDREWS AVENUE,X,10,457,1930 ANDREWS AVENUE CONSOLIDATED LOCATION,2,M.S. 390 |  P.S. 396 |  1930 ANDREWS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1593,X026,10X396,P.S. 396,X396,1930 ANDREWS AVENUE,X,10,357,1930 ANDREWS AVENUE CONSOLIDATED LOCATION,2,M.S. 390 |  P.S. 396 |  1930 ANDREWS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1594,X026,,1930 ANDREWS AVENUE CONSOLIDATED LOCATION,,1930 ANDREWS AVENUE,X,10,814,1930 ANDREWS AVENUE CONSOLIDATED LOCATION,2,M.S. 390 |  P.S. 396 |  1930 ANDREWS AVENUE CONSOLIDATED LOCATION,1,4,0,3,2,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1595,X027,07X277,P.S. 277,X277,519 ST ANNS AVENUE,X,7,444,,1,P.S. 277,0,1,0,1,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1596,X028,09X028,P.S. 028 Mount Hope,X028,1861 ANTHONY AVENUE,X,9,768,,1,P.S. 028 Mount Hope,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1597,X029,07X029,P.S./M.S. 029 Melrose School,X029,758 COURTLANDT AVENUE,X,7,758,,1,P.S./M.S. 029 Melrose School,1,2,4,1,2,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1598,X030,07X030,P.S. 030 Wilton,X030,510 EAST 141 STREET,X,7,584,,2,P.S. 030 Wilton I American Dream Charter School,0,1,3,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53
1599,X032,10X032,P.S. 032 Belmont,X032,690 EAST 183 STREET,X,10,861,,1,P.S. 032 Belmont,0,1,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1600,X033,10X033,P.S. 033 Timothy Dwight,X033,2424 JEROME AVENUE,X,10,1018,,1,P.S. 033 Timothy Dwight,0,0,0,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1601,X034,75X188,P.S. X188,X188,770 GROTE STREET,X,10,477,,1,P.S. X188,0,0,3,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1602,X035,09X035,P.S. 035 Franz Siegel,X035,261 EAST 163 STREET,X,9,696,,1,P.S. 035 Franz Siegel,1,0,0,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1603,X036,08X036,P.S. 036 Unionport,X036,1070 CASTLE HILL AVENUE,X,8,777,,1,P.S. 036 Unionport,0,2,1,0,2,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1604,X037,10X037,P.S. X037 - Multiple Intelligence School,X037,360 WEST 230 STREET,X,10,646,,1,P.S. X037 - Multiple Intelligence School,0,0,2,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1605,X039,08X332,Holcombe L. Rucker School of Community Research,X332,965 LONGWOOD AVENUE,X,8,193,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,2,Holcombe L. Rucker School of Community Research |  Banana Kelly High School |  965 LONGWOOD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1606,X039,08X530,Banana Kelly High School,X530,965 LONGWOOD AVENUE,X,8,234,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,2,Holcombe L. Rucker School of Community Research |  Banana Kelly High School |  965 LONGWOOD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1607,X039,,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,,965 LONGWOOD AVENUE,X,8,427,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,2,Holcombe L. Rucker School of Community Research |  Banana Kelly High School |  965 LONGWOOD AVENUE CONSOLIDATED LOCATION,1,2,4,1,2,3C,251-500,0.27,0.90,1.67,0.63,0.44
1608,X040,07X179,P.S. 179,X179,468 EAST 140 STREET,X,7,373,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,2,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1609,X040,07X369,Young Leaders Elementary School,X369,468 EAST 140 STREET,X,7,253,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,2,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1610,X040,,468 EAST 140 STREET CONSOLIDATED LOCATION,,468 EAST 140 STREET,X,7,626,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,2,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,1,0,1,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53
1611,X041,11X041,P.S. 041 Gun Hill Road,X041,3352 OLINVILLE AVENUE,X,11,963,,1,P.S. 041 Gun Hill Road,0,1,0,1,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1612,X042,09X042,P.S. 042 Claremont,X042,1537 WASHINGTON AVENUE,X,9,441,,1,P.S. 042 Claremont,0,1,2,1,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1613,X043,07X043,P.S. 043 Jonas Bronck,X043,165 BROWN PLACE,X,7,499,,1,P.S. 043 Jonas Bronck,1,1,1,2,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1614,X044,12X044,P.S. 044 David C. Farragut,X044,1825 PROSPECT AVENUE,X,12,268,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,2,P.S. 044 David C. Farragut |  Accion Academy |  1825 PROSPECT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1615,X044,12X341,Accion Academy,X341,1825 PROSPECT AVENUE,X,12,154,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,2,P.S. 044 David C. Farragut |  Accion Academy |  1825 PROSPECT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1616,X044,,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,,1825 PROSPECT AVENUE,X,12,422,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,2,P.S. 044 David C. Farragut |  Accion Academy |  1825 PROSPECT AVENUE CONSOLIDATED LOCATION,2,2,8,4,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1617,X045,10X045,Thomas C. Giordano Middle School 45,X045,2502 LORILLARD PLACE,X,10,730,,1,Thomas C. Giordano Middle School 45,0,6,8,2,3,4C,501-750,0.28,1.11,1.74,0.75,0.53
1618,X046,10X046,P.S. 046 Edgar Allan Poe,X046,279 EAST 196 STREET,X,10,1099,,1,P.S. 046 Edgar Allan Poe,1,0,1,0,1,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1619,X047,12X047,P.S. 047 John Randolph,X047,1794 EAST 172 STREET,X,12,1157,,1,P.S. 047 John Randolph,1,0,2,1,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1620,X048,08X048,P.S. 048 Joseph R. Drake,X048,1290 SPOFFORD AVENUE,X,8,824,,1,P.S. 048 Joseph R. Drake,1,1,2,1,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1621,X049,07X049,P.S. 049 Willis Avenue,X049,383 EAST 139 STREET,X,7,688,,1,P.S. 049 Willis Avenue,0,2,0,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1622,X050,12X050,P.S. 050 Clara Barton,X050,1550 VYSE AVENUE,X,12,58,1550 VYSE AVENUE CONSOLIDATED LOCATION,3,P.S. 050 Clara Barton|  AFairmont Neighborhood School|  ASamara Community School|  1550 VYSE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1623,X050,12X314,Fairmont Neighborhood School,X314,1550 VYSE AVENUE,X,12,301,1550 VYSE AVENUE CONSOLIDATED LOCATION,3,P.S. 050 Clara Barton|  AFairmont Neighborhood School|  ASamara Community School|  1550 VYSE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1624,X050,12X458,Samara Community School,X458,1550 VYSE AVENUE,X,12,125,1550 VYSE AVENUE CONSOLIDATED LOCATION,3,P.S. 050 Clara Barton|  AFairmont Neighborhood School|  ASamara Community School|  1550 VYSE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1625,X050,,1550 VYSE AVENUE CONSOLIDATED LOCATION,,1550 VYSE AVENUE,X,12,484,1550 VYSE AVENUE CONSOLIDATED LOCATION,2,AFairmont Neighborhood School|  ASamara Community School|  1550 VYSE AVENUE CONSOLIDATED LOCATION,0,1,2,0,1,3C,251-500,0.27,0.90,1.67,0.63,0.44
1626,X053,09X053,P.S. 053 Basheer Quisim,X053,360 EAST 168 STREET,X,9,1259,,1,P.S. 053 Basheer Quisim,1,1,6,0,2,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
1627,X054,10X054,P.S. / I.S. 54,X054,2703 WEBSTER AVENUE,X,10,504,,1,P.S. / I.S. 54,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1628,X055,09X055,P.S. 055 Benjamin Franklin,X055,450 SAINT PAUL'S PLACE,X,9,726,,2,P.S. 055 Benjamin Franklin I Success Academy Charter School - Bronx 2,0,1,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1629,X057,12X057,P.S. 057 Crescent,X057,2111 CROTONA AVENUE,X,12,581,2111 CROTONA AVENUE CONSOLIDATED LOCATION,2,P.S. 057 Crescent |  Frederick Douglass Academy V. Middle School |  2111 CROTONA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1630,X057,12X273,Frederick Douglass Academy V. Middle School,X273,2111 CROTONA AVENUE,X,12,270,2111 CROTONA AVENUE CONSOLIDATED LOCATION,2,P.S. 057 Crescent |  Frederick Douglass Academy V. Middle School |  2111 CROTONA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1631,X056,10X056,P.S. 056 Norwood Heights,X056,,,NaN,691,,1,P.S. 056 Norwood Heights| Bedford Park Elementary School| P469X - The Bronx School for Continuous Learners| 3177 WEBSTER AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,0.59,2.30,4.80,1.36,1.17
1632,X056,10X056,PS 56 Norwood Heights,X056,,,NaN,691,,1,PS 56 Norwood Heights,1,0,0,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1633,X057,,2111 CROTONA AVENUE CONSOLIDATED LOCATION,,2111 CROTONA AVENUE,X,12,851,2111 CROTONA AVENUE CONSOLIDATED LOCATION,2,P.S. 057 Crescent |  Frederick Douglass Academy V. Middle School |  2111 CROTONA AVENUE CONSOLIDATED LOCATION,1,4,6,3,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1634,X058,09X058,P.S. 058,X058,459 EAST 176 STREET,X,9,505,,1,P.S. 058,1,0,0,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53
1635,X059,10X059,P.S. 059 The Community School of Technology,X059,2185 BATHGATE AVENUE,X,10,623,,1,P.S. 059 The Community School of Technology,1,0,2,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1636,X060,08X333,P.S. 333 - The Museum School,X333,888 REV J A POLITE AVE,X,8,418,888 REV J A POLITE AVE CONSOLIDATED LOCATION,2,P.S. 333 - The Museum School |  The Academy of the Arts |  888 REV J A POLITE AVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1637,X060,08X335,The Academy of the Arts,X335,888 REV J A POLITE AVE,X,8,282,888 REV J A POLITE AVE CONSOLIDATED LOCATION,2,P.S. 333 - The Museum School |  The Academy of the Arts |  888 REV J A POLITE AVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1638,X060,,888 REV J A POLITE AVE CONSOLIDATED LOCATION,,888 REV J A POLITE AVE,X,8,700,888 REV J A POLITE AVE CONSOLIDATED LOCATION,2,P.S. 333 - The Museum School |  The Academy of the Arts |  888 REV J A POLITE AVE CONSOLIDATED LOCATION,0,0,2,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1639,X061,12X061,P.S. 061 Francisco Oller,X061,1550 CROTONA PARK EAST,X,12,300,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,2,P.S. 061 Francisco Oller |  E.S.M.T- I.S. 190 |  1550 CROTONA PARK EAST CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1640,X061,12X190,E.S.M.T- I.S. 190,X190,1550 CROTONA PARK EAST,X,12,239,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,2,P.S. 061 Francisco Oller |  E.S.M.T- I.S. 190 |  1550 CROTONA PARK EAST CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1641,X061,,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,,1550 CROTONA PARK EAST,X,12,539,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,2,P.S. 061 Francisco Oller |  E.S.M.T- I.S. 190 |  1550 CROTONA PARK EAST CONSOLIDATED LOCATION,0,1,2,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1642,X062,08X062,P.S. 062 Inocensio Casanova,X062,660 FOX STREET,X,8,788,,1,P.S. 062 Inocensio Casanova,0,0,2,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1643,X063,09X063,P.S. 063 Author's Academy,X063,1260 FRANKLIN AVENUE,X,9,650,,1,P.S. 063 Author's Academy,0,2,3,1,1,4C,501-750,0.28,1.11,1.74,0.75,0.53
1644,X064,09X064,P.S. 064 Pura Belpre,X064,1425 WALTON AVENUE,X,9,138,1425 WALTON AVENUE CONSOLIDATED LOCATION,3,P.S. 064 Pura Belpre |  The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1645,X064,09X294,The Walton Avenue School,X294,1425 WALTON AVENUE,X,9,425,1425 WALTON AVENUE CONSOLIDATED LOCATION,3,P.S. 064 Pura Belpre |  The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1646,X064,09X311,Lucero Elementary School,X311,1425 WALTON AVENUE,X,9,313,1425 WALTON AVENUE CONSOLIDATED LOCATION,3,P.S. 064 Pura Belpre |  The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1647,X064,,1425 WALTON AVENUE CONSOLIDATED LOCATION,,1425 WALTON AVENUE,X,9,876,1425 WALTON AVENUE CONSOLIDATED LOCATION,3,P.S. 064 Pura Belpre |  The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1648,X065,07X065,P.S. 065 Mother Hale Academy,X065,677 EAST 141 STREET,X,7,436,,1,P.S. 065 Mother Hale Academy,1,0,2,1,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1649,X066,12X066,P.S. 066 School of Higher Expectations,X066,1001 JENNINGS STREET,X,12,709,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1650,X066,12X286,Fannie Lou Hamer Middle School,X286,1001 JENNINGS STREET,X,12,267,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1651,X066,,1001 JENNINGS STREET CONSOLIDATED LOCATION,,1001 JENNINGS STREET,X,12,976,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,2,3,13,0,3,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1652,X067,12X067,P.S. 067 Mohegan School,X067,2024 MOHEGAN AVENUE,X,12,659,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2,P.S. 067 Mohegan School |  Urban Assembly School for Wildlife Conservation |  2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1653,X067,12X372,Urban Assembly School for Wildlife Conservation,X372,2024 MOHEGAN AVENUE,X,12,576,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2,P.S. 067 Mohegan School |  Urban Assembly School for Wildlife Conservation |  2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1654,X067,,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,,2024 MOHEGAN AVENUE,X,12,1235,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2,P.S. 067 Mohegan School |  Urban Assembly School for Wildlife Conservation |  2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2,2,9,2,2,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1655,X068,11X068,P.S. 068 Bronx,X068,4011 MONTICELLO AVENUE,X,11,773,,1,P.S. 068 Bronx,0,3,0,2,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1656,X069,08X069,P.S. 069 Journey Prep School,X069,560 THIERIOT AVENUE,X,8,622,,1,P.S. 069 Journey Prep School,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1657,X070,09X070,P.S. 070 Max Schoenfeld,X070,1691 WEEKS AVENUE,X,9,1356,,1,P.S. 070 Max Schoenfeld,0,0,0,0,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
1658,X071,08X071,P.S. 071 Rose E. Scala,X071,3040 ROBERTS AVENUE,X,8,1697,,1,P.S. 071 Rose E. Scala,0,2,1,0,2,8C,1501-1750,0.59,2.30,4.80,1.36,1.17
1659,X072,08X072,P.S. 072 Dr. William Dorney,X072,2951 DEWEY AVENUE,X,8,877,,1,P.S. 072 Dr. William Dorney,0,0,1,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1660,X073,09X073,P.S. 073 Bronx,X073,1020 ANDERSON AVENUE,X,9,793,,1,P.S. 073 Bronx,0,0,1,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1661,X074,08X424,The Hunts Point School,X424,730 BRYANT AVENUE,X,8,316,730 BRYANT AVENUE CONSOLIDATED LOCATION,2,The Hunts Point School|Hyde Leadership Charter School|730 BRYANT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1662,X074,84X345,Hyde Leadership Charter School,X345,730 BRYANT AVENUE,X,8,955,730 BRYANT AVENUE CONSOLIDATED LOCATION,2,The Hunts Point School|Hyde Leadership Charter School|730 BRYANT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
